TIMESTAMP | LEVEL | APP_NAME | TARGET_DOMAIN | TARGET_IP | PROTOCOL | PORT | DECISION | REASON
2025-06-01 14:48:28.151 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 63818 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:28.153 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 63818 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:28.156 | INFO | GenericUDPApp | 34.107.205.1 | 34.107.205.1 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '34.107.205.1' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:28.164 | INFO | GenericUDPApp | 34.107.205.1 | 34.107.205.1 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '34.107.205.1' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:28.168 | INFO | GenericUDPApp | 34.107.205.1 | 34.107.205.1 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '34.107.205.1' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:28.196 | INFO | GenericUDPApp | 34.107.205.1 | 34.107.205.1 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '34.107.205.1' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:28.201 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 63818 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:28.203 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 63818 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:28.216 | INFO | GenericUDPApp | 34.107.205.1 | 34.107.205.1 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '34.107.205.1' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:28.218 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 63818 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:28.233 | INFO | GenericUDPApp | 34.107.205.1 | 34.107.205.1 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '34.107.205.1' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:28.236 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 63818 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:28.251 | INFO | GenericUDPApp | 34.107.205.1 | 34.107.205.1 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '34.107.205.1' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:28.283 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 63818 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:46.045 | INFO | GenericUDPApp | 224.0.0.251 | 224.0.0.251 | UDP | 5353 | ALLOW | Request by 'GenericUDPApp' to '224.0.0.251' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:46.079 | INFO | GenericUDPApp | ff02:0:0:0:0:0:0:fb | ff02:0:0:0:0:0:0:fb | UDP | 5353 | ALLOW | Request by 'GenericUDPApp' to 'ff02:0:0:0:0:0:0:fb' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:48:47.494 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55030 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:48:47.500 | WARN | HTTPS | 57.144.123.32 | 57.144.123.32 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '57.144.123.32' not in allowed list. Protocol 'TCP' not in allowed list. IP '57.144.123.32' not in allowed list.
2025-06-01 14:48:47.503 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55029 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:48:47.503 | WARN | HTTPS | 163.70.140.60 | 163.70.140.60 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '163.70.140.60' not in allowed list. Protocol 'TCP' not in allowed list. IP '163.70.140.60' not in allowed list.
2025-06-01 14:48:47.515 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55031 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:48:47.517 | WARN | HTTPS | 163.70.140.60 | 163.70.140.60 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '163.70.140.60' not in allowed list. Protocol 'TCP' not in allowed list. IP '163.70.140.60' not in allowed list.
2025-06-01 14:48:47.542 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55032 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:48:47.546 | WARN | HTTPS | 163.70.139.60 | 163.70.139.60 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '163.70.139.60' not in allowed list. Protocol 'TCP' not in allowed list. IP '163.70.139.60' not in allowed list.
2025-06-01 14:48:52.491 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55029 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:48:52.497 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55029 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:48:52.500 | WARN | HTTPS | 163.70.140.60 | 163.70.140.60 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '163.70.140.60' not in allowed list. Protocol 'TCP' not in allowed list. IP '163.70.140.60' not in allowed list.
2025-06-01 14:48:52.545 | WARN | HTTPS | 163.70.140.60 | 163.70.140.60 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '163.70.140.60' not in allowed list. Protocol 'TCP' not in allowed list. IP '163.70.140.60' not in allowed list.
2025-06-01 14:48:52.549 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55031 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:48:52.551 | WARN | HTTPS | 163.70.140.60 | 163.70.140.60 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '163.70.140.60' not in allowed list. Protocol 'TCP' not in allowed list. IP '163.70.140.60' not in allowed list.
2025-06-01 14:48:52.569 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55031 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:48:52.582 | WARN | HTTPS | 163.70.140.60 | 163.70.140.60 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '163.70.140.60' not in allowed list. Protocol 'TCP' not in allowed list. IP '163.70.140.60' not in allowed list.
2025-06-01 14:48:52.623 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55030 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:48:52.633 | WARN | HTTPS | 57.144.123.32 | 57.144.123.32 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '57.144.123.32' not in allowed list. Protocol 'TCP' not in allowed list. IP '57.144.123.32' not in allowed list.
2025-06-01 14:48:52.649 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55030 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:48:52.653 | WARN | HTTPS | 57.144.123.32 | 57.144.123.32 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '57.144.123.32' not in allowed list. Protocol 'TCP' not in allowed list. IP '57.144.123.32' not in allowed list.
2025-06-01 14:48:52.665 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55032 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:48:52.667 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55032 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:48:52.671 | WARN | HTTPS | 163.70.139.60 | 163.70.139.60 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '163.70.139.60' not in allowed list. Protocol 'TCP' not in allowed list. IP '163.70.139.60' not in allowed list.
2025-06-01 14:48:52.681 | WARN | HTTPS | 163.70.139.60 | 163.70.139.60 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '163.70.139.60' not in allowed list. Protocol 'TCP' not in allowed list. IP '163.70.139.60' not in allowed list.
2025-06-01 14:49:08.910 | INFO | GenericUDPApp | 224.0.0.251 | 224.0.0.251 | UDP | 5353 | ALLOW | Request by 'GenericUDPApp' to '224.0.0.251' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:08.922 | INFO | GenericUDPApp | ff02:0:0:0:0:0:0:fb | ff02:0:0:0:0:0:0:fb | UDP | 5353 | ALLOW | Request by 'GenericUDPApp' to 'ff02:0:0:0:0:0:0:fb' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:08.938 | INFO | GenericUDPApp | 224.0.0.251 | 224.0.0.251 | UDP | 5353 | ALLOW | Request by 'GenericUDPApp' to '224.0.0.251' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.293 | INFO | GenericUDPApp | 142.251.221.106 | 142.251.221.106 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '142.251.221.106' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.323 | INFO | GenericUDPApp | 142.251.221.106 | 142.251.221.106 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '142.251.221.106' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.366 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 54261 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.372 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 54261 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.409 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 54261 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.431 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 54261 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.438 | INFO | GenericUDPApp | 142.251.221.106 | 142.251.221.106 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '142.251.221.106' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.451 | INFO | GenericUDPApp | 142.251.221.106 | 142.251.221.106 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '142.251.221.106' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.501 | WARN | HTTPS | 142.251.221.106 | 142.251.221.106 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '142.251.221.106' not in allowed list. Protocol 'TCP' not in allowed list. IP '142.251.221.106' not in allowed list.
2025-06-01 14:49:09.564 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 54261 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.610 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 54261 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.660 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 54261 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.730 | INFO | GenericUDPApp | 142.251.221.106 | 142.251.221.106 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '142.251.221.106' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.767 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55033 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.813 | WARN | HTTPS | 142.251.221.106 | 142.251.221.106 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '142.251.221.106' not in allowed list. Protocol 'TCP' not in allowed list. IP '142.251.221.106' not in allowed list.
2025-06-01 14:49:09.849 | INFO | GenericUDPApp | 142.251.221.106 | 142.251.221.106 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '142.251.221.106' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.869 | WARN | HTTPS | 142.251.221.106 | 142.251.221.106 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '142.251.221.106' not in allowed list. Protocol 'TCP' not in allowed list. IP '142.251.221.106' not in allowed list.
2025-06-01 14:49:09.887 | WARN | HTTPS | 142.251.221.106 | 142.251.221.106 | TCP | 443 | DENY | Request by 'HTTPS' violated specific policy rules: Domain '142.251.221.106' not in allowed list. Protocol 'TCP' not in allowed list. IP '142.251.221.106' not in allowed list.
2025-06-01 14:49:09.922 | INFO | GenericUDPApp | 142.251.221.106 | 142.251.221.106 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '142.251.221.106' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:09.978 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 54261 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:10.014 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 54261 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:10.058 | INFO | GenericUDPApp | 142.251.221.106 | 142.251.221.106 | UDP | 443 | ALLOW | Request by 'GenericUDPApp' to '142.251.221.106' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:10.138 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55033 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:49:10.166 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55033 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
2025-06-01 14:49:10.221 | INFO | GenericUDPApp | 192.168.0.102 | 192.168.0.102 | UDP | 54261 | ALLOW | Request by 'GenericUDPApp' to '192.168.0.102' via 'UDP' matches app policy. Protocol rule matched.
2025-06-01 14:49:10.265 | INFO | GenericTCPApp | 192.168.0.102 | 192.168.0.102 | TCP | 55033 | ALLOW | Request by 'GenericTCPApp' to '192.168.0.102' via 'TCP' matches app policy. Protocol rule matched.
